City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
333,Tigil,RU,57.8,158.6667,-0.33,91,100,3.22,overcast clouds
334,Nikolayevskaya,RU,47.6139,41.5023,29.34,78,2,4.5,clear sky
335,Chimoio,MZ,-19.1164,33.4833,71.46,94,20,1.68,few clouds
336,Sakakah,SA,29.9697,40.2064,47.77,30,0,3.91,clear sky
337,Sur,OM,22.5667,59.5289,71.13,69,0,12.64,clear sky
338,Santa Rosa,PH,14.3122,121.1114,79.11,84,90,6.44,overcast clouds
339,Ballina,AU,-28.8667,153.5667,71.78,91,80,9.98,broken clouds
340,Koumac,NC,-20.5667,164.2833,83.8,70,95,3.96,overcast clouds
341,Mecca,SA,21.4267,39.8261,73.33,28,0,6.82,clear sky
342,Belorechensk,RU,44.76,39.87,28.9,72,20,13.09,few clouds
343,Sabha,LY,27.0377,14.4283,53.6,27,0,9.46,clear sky
